,index,word
1198,невыполнимый,-1
1199,негатив,-1
1200,негативный,-1
1201,неглупый,1
1202,негодный,-1
1203,негодяй,-1
1204,негр,-1
1205,неграмотный,-1
1206,негуманный,-1
1207,недальновидный,-1
1208,недееспособный,-1
1209,недемократичный,-1
1210,недешевый,-1
1211,недисциплинированный,-1
1212,недобросовестный,-1
1213,недобрый,-1
1214,недоверие,-1
1215,недовольный,-1
1216,недовольство,-1
1217,недолговечный,-1
1218,недолюбливать,-1
1219,недоношенный,-1
1220,недопустимый,-1
1221,недоразвитый,-1
1222,недоразумение,-1
1223,недорогой,1
1224,недостаток,-1
1225,недостаточный,-1
1226,недостойный,-1
1227,недоумение,-1
1228,недочет,-1
1229,недружелюбный,-1
1230,недурной,1
1231,нежданный,-1
1232,нежелание,-1
1233,нежеланный,-1
1234,нежизнеспособный,-1
1235,нежный,1
1236,незавидный,-1
1237,незаконный,-1
1238,нездоровый,-1
1239,незнание,-1
1240,незрелый,-1
1241,неизлечимый,-1
1242,неинтересный,-1
1243,неискренний,-1
1244,неисправимый,-1
1245,неисправный,-1
1246,неистовый,-1
1247,неистребимый,-1
1248,неисчерпаемый,1
1249,некачественный,-1
1250,неквалифицированный,-1
1251,некомпетентный,-1
1252,некомфортный,-1
1253,неконтролируемый,-1
1254,неконфликтный,1
1255,некорректный,-1
1256,некрасивый,-1
1257,некультурный,-1
1258,нелегал,-1
1259,нелегитимный,-1
1260,нелепость,-1
1261,нелепый,-1
1262,нелестный,-1
1263,нелицеприятный,-1
1264,неловкий,-1
1265,нелогичный,-1
1266,нелюбимый,-1
1267,нелюди,-1
1268,неминуемый,-1
1269,немыслимый,-1
1270,немытый,-1
1271,ненавидеть,-1
1272,ненависть,-1
1273,ненадежный,-1
1274,ненастоящий,-1
1275,ненасытный,-1
1276,ненормальный,-1
1277,ненормативный,-1
1278,необдуманный,-1
1279,необразованный,-1
1280,необученный,-1
1281,необыкновенный,1
1282,необычайный,1
1283,неоправданный,-1
1284,неопровержимый,1
1285,неопрятный,-1
1286,неосмотрительный,-1
1287,неосторожный,-1
1288,неоценимый,1
1289,неплатежеспособный,-1
1290,неплохой,1
1291,непобедимый,-1
1292,непобежденный,1
1293,неповиновение,-1
1294,неподдельный,1
1295,неподкупный,1
1296,неподходящий,-1
1297,непозволительный,-1
1298,неполноценность,-1
1299,неполноценный,-1
1300,неположенный,-1
1301,непомерный,-1
1302,непонимание,-1
1303,непонимающий,-1
1304,непонятый,-1
1305,непоправимый,-1
1306,непорядочный,-1
1307,непосильный,-1
1308,непоследовательный,-1
1309,непослушный,-1
1310,непостижимый,-1
1311,непостоянный,-1
1312,непотопляемый,1
1313,непотребный,-1
1314,неправда,-1
1315,неправильный,-1
1316,неправомерный,-1
1317,неправый,-1
1318,непрактичный,-1
1319,непредвиденный,-1
1320,непреодолимый,-1
1321,неприветливый,-1
1322,непригодный,-1
1323,неприемлемый,-1
1324,непризнанный,-1
1325,непримиримый,-1
1326,неприхотливый,1
1327,неприязнь,-1
1328,неприятность,-1
1329,неприятный,-1
1330,непроверенный,-1
1331,непролазный,-1
1332,непростой,-1
1333,непрофессиональный,-1
1334,непутевый,-1
1335,неработающий,-1
1336,неравномерный,-1
1337,нерадивый,-1
1338,нерадостный,-1
1339,неразрешимый,-1
1340,неразумный,-1
1341,нервировать,-1
1342,нервничать,-1
1343,нереальность,-1
1344,нерентабельный,-1
1345,нерусский,-1
1346,несамостоятельный,-1
1347,несанкционированный,-1
1348,несбалансированный,-1
1349,несбыточный,-1
1350,несдержанный,-1
1351,несистемный,-1
1352,несказанный,1
1353,нескончаемый,-1
1354,нескромный,-1
1355,нескучный,1
1356,несовершенный,-1
1357,несовершенство,-1
1358,несовместимый,-1
1359,несовременный,-1
1360,несознательный,-1
1361,несоответствие,-1
1362,неспособность,-1
1363,неспособный,-1
1364,несправедливость,-1
1365,несправедливый,-1
1366,нестабильный,-1
1367,несусветный,-1
1368,несчастный,-1
1369,неточность,-1
1370,нетрезвый,-1
1371,нетривиальный,1
1372,неуважение,-1
1373,неугодный,-1
1374,неудача,-1
1375,неудачник,-1
1376,неудачный,-1
1377,неудобный,-1
1378,неудобство,-1
1379,неудовлетворенный,-1
1380,неудовлетворительный,-1
1381,неуемный,-1
1382,неуклюжий,-1
1383,неумелый,-1
1384,неумение,-1
1385,неуместный,-1
1386,неумный,-1
1387,неумолимый,-1
1388,неуравновешенный,-1
1389,неуспешный,-1
1390,неустойчивый,-1
1391,неутешительный,-1
1392,неутомимый,-1
1393,неухоженный,-1
1394,неуютный,-1
1395,нехватка,-1
1396,нехуй,-1
1397,нецелесообразный,-1
1398,нецензурный,-1
1399,нецивилизованный,-1
1400,нечеловеческий,-1
1401,нечестивый,-1
1402,нечестный,-1
1403,нечистый,-1
1404,нечисть,-1
1405,неэтичный,-1
1406,неэффективный,-1
1407,ниггер,-1
1408,нигер,-1
1409,низкокачественный,-1
1410,низкооплачиваемый,-1
1411,низменный,-1
1412,никудышный,-1
1413,никчемный,-1
1414,ничтожество,-1
1415,нищенский,-1
1416,нищета,-1
1417,нормальный,1
1418,норовить,-1
1419,нравиться,1
1420,нравственность,1
1421,нравственный,1
1422,нудный,-1
1423,нытик,-1
1424,ныть,-1
1425,обвинение,-1
1426,обвинительный,-1
1427,обвинять,-1
1428,обворовывать,-1
1429,обезьяна,-1
1430,обезьянка,-1
1431,обидный,-1
1432,обидчик,-1
1433,обижать,-1
1434,обличительный,-1
1435,обман,-1
1436,обманный,-1
1437,обманчивый,-1
1438,обманывать,-1
1439,обнимать,1
1440,обожать,1
1441,обоснованный,1
1442,обрадовать,1
1443,обрадоваться,1
1444,образованный,1
1445,обсирать,-1
1446,обучать,1
1447,обходить,-1
1448,общемировой,1
1449,общепризнанный,1
1450,общительный,1
1451,объединение,1
1452,объединительный,1
1453,объяснительный,-1
1454,обывательский,-1
1455,оглушительный,1
1456,оголтелый,-1
1457,огорчать,-1
1458,ограничение,-1
1459,огрех,-1
1460,одиночество,-1
1461,однотипный,-1
1462,одобрительный,1
1463,одобрять,1
1464,оккупант,-1
1465,оккупация,-1
1466,омерзительный,-1
1467,опасный,-1
1468,опрометчивый,-1
1469,опрятный,1
1470,оптимальный,1
1471,оптимизм,1
1472,оптимист,1
1473,опьянение,-1
1474,оратор,1
1475,организованный,1
1476,оригинальность,1
1477,оскорбительный,-1
1478,оскорбление,-1
1479,оскорблять,-1
1480,основательный,1
1481,особенный,1
1482,особь,-1
1483,остроумный,1
1484,осуждать,-1
1485,отбирать,-1
1486,отважный,1
1487,отвергать,-1
1488,отвратительный,-1
1489,отвращение,-1
1490,отечественный,1
1491,отечество,1
1492,отжимать,-1
1493,отзывчивый,1
1494,отказ,-1
1495,откат,-1
1496,отличный,1
1497,отменный,1
1498,отморозок,-1
1499,отомщать,-1
1500,отпугивать,-1
1501,отрубать,-1
1502,отставать,-1
1503,отсталый,-1
1504,отстойный,-1
1505,отчаяние,-1
1506,отъявленный,-1
1507,офигенный,-1
1508,офшор,-1
1509,охуевать,-1
1510,очарование,1
1511,очередной,-1
1512,ошибка,-1
1513,ошибочный,-1
1514,пагубный,-1
1515,падать,-1
1516,падкий,-1
1517,падший,-1
1518,палач,-1
1519,паленый,-1
1520,паника,-1
1521,панический,-1
1522,парадоксальный,-1
1523,паразит,-1
1524,паразитический,-1
1525,параноидальный,-1
1526,пародия,-1
1527,пархатый,-1
1528,паскудный,-1
1529,патриотичный,1
1530,пафос,-1
1531,пафосный,-1
1532,педерастия,-1
1533,педофил,-1
1534,педофилия,-1
1535,первоклассный,1
1536,переворот,-1
1537,передергивать,-1
1538,переживать,-1
1539,переигрывать,-1
1540,переплачивать,-1
1541,переступать,-1
1542,переть,-1
1543,перечеркивать,-1
1544,перспективный,1
1545,пессимист,-1
1546,пессимистичный,-1
1547,печалить,-1
1548,печальный,-1
1549,пидар,-1
1550,пидарас,-1
1551,пидор,-1
1552,пизда,-1
1553,пиздеж,-1
1554,пиздеть,-1
1555,пиздец,-1
1556,пилить,-1
1557,пионерский,1
1558,плагиат,-1
1559,планктон,-1
1560,плачевный,-1
1561,плевать,-1
1562,плодотворный,1
1563,плохой,-1
1564,плясать,-1
1565,по-детски,1
1566,по-человечески,1
1567,победитель,1
1568,победный,1
1569,победоносный,1
1570,побояться,-1
1571,повальный,-1
1572,поверхностный,-1
1573,повеситься,-1
1574,повестись,-1
1575,поганый,-1
1576,погасать,-1
1577,погожий,1
1578,погром,-1
1579,подачка,-1
1580,подвиг,1
1581,поддельный,-1
1582,поддержка,1
1583,подлец,-1
1584,подлинный,1
1585,подозрительный,-1
1586,подпольный,-1
1587,подрывать,-1
1588,пожизненный,-1
1589,поздравление,1
1590,позитивный,1
1591,познавательный,1
1592,позор,-1
1593,позорный,-1
1594,показной,-1
1595,показуха,-1
1596,показушный,-1
1597,полезный,1
1598,полениться,-1
1599,полицай,-1
1600,полноправный,1
1601,полноценный,1
1602,полулегальный,-1
1603,помеха,-1
1604,помирать,-1
1605,помойка,-1
1606,понаехать,-1
1607,понравиться,1
1608,понт,-1
1609,попахивать,-1
1610,поплакать,-1
1611,попсовый,-1
1612,порадовать,1
1613,поражать,1
1614,поражаться,-1
1615,поражение,-1
1616,порок,-1
1617,порочный,-1
1618,порядочный,1
1619,посадить,-1
1620,посильный,1
1621,посредственный,-1
1622,постановочный,-1
1623,пострелять,-1
1624,постыдный,-1
1625,посягательство,-1
1626,потрясение,-1
1627,поумнеть,1
1628,похабный,-1
1629,похвала,1
1630,похвалить,1
1631,похищать,-1
1632,похотливый,-1
1633,похуй,-1
1634,почесть,1
1635,пошлость,-1
1636,пошлый,-1
1637,правда,1
1638,правдивый,1
1639,правдоподобный,1
1640,праведный,1
1641,правильный,1
1642,править,-1
1643,правозащитник,1
1644,праздничный,1
1645,превосходный,1
1646,превосходство,1
1647,предатель,-1
1648,предательский,-1
1649,предательство,-1
1650,предприимчивый,1
1651,презентабельный,1
1652,презирать,-1
1653,презрение,-1
1654,презрительный,-1
1655,преимущество,1
1656,прекрасный,1
1657,прелесть,1
1658,пренебрежительный,-1
1659,престижный,1
1660,преступление,-1
1661,преступник,-1
1662,преступность,-1
1663,преступный,-1
1664,претензия,-1
1665,пречистый,1
1666,привлекательный,1
1667,придурок,-1
1668,приедаться,-1
1669,прикольный,1
1670,прилежный,1
1671,приличный,1
1672,примечательный,1
1673,принудительный,-1
1674,принуждение,-1
1675,принцесса,1
1676,прискорбный,-1
1677,приснопамятный,-1
1678,притворный,-1
1679,приятный,1
1680,проблема,-1
1681,проблемный,-1
1682,провал,-1
1683,провальный,-1
1684,провинциал,-1
1685,провинция,-1
1686,провокатор,-1
1687,провокация,-1
1688,прогибаться,-1
1689,прогрессивный,1
1690,продажный,-1
1691,продуктивный,1
1692,проебывать,-1
1693,прозорливый,1
1694,проигрышный,-1
1695,производительный,1
1696,происшествие,-1
1697,проклинать,-1
1698,проклятие,-1
1699,пролетарский,-1
1700,промахиваться,-1
1701,пронзительный,1
1702,проникновенный,1
1703,проницательный,1
1704,пропаганда,-1
1705,пропагандистский,-1
1706,пропадать,-1
1707,пропащий,-1
1708,пропивать,-1
1709,прорыв,-1
1710,прослушка,-1
1711,проститутка,-1
1712,просторный,1
1713,пространный,-1
1714,протест,-1
1715,протестовать,-1
1716,противник,-1
1717,противный,-1
1718,противозаконный,-1
1719,противоречить,-1
1720,процветание,1
1721,процветать,1
1722,прощение,-1
1723,псих,-1
1724,психопат,-1
1725,психотропный,-1
1726,пту,-1
1727,пугать,-1
1728,пугливый,-1
1729,пузатый,-1
1730,пустой,-1
1731,пустышка,-1
1732,пухленький,1
1733,пухлый,-1
1734,пьяница,-1
1735,пьянка,-1
1736,пьянство,-1
1737,раб,-1
1738,рабский,-1
1739,рабство,-1
1740,равнодушный,-1
1741,равноправие,1
1742,радовать,1
1743,радушный,1
1744,разбиваться,-1
1745,разбираться,1
1746,развал,-1
1747,разваливать,-1
1748,разваливаться,-1
1749,разворовывать,-1
1750,разврат,-1
1751,развратный,-1
1752,развращать,-1
1753,разгонять,-1
1754,разгромный,-1
1755,раздражать,-1
1756,разоблачительный,-1
1757,разорять,-1
1758,разочарование,-1
1759,разруха,-1
1760,разрушать,-1
1761,разрушительный,-1
1762,разум,1
1763,разумный,1
1764,райский,1
1765,ранить,-1
1766,расизм,-1
1767,расист,-1
1768,расистский,-1
1769,раскол,-1
1770,распад,-1
1771,расплакаться,-1
1772,рассмешить,1
1773,расставаться,-1
1774,расстраиваться,-1
1775,расстрел,-1
1776,расстреливать,-1
1777,рациональный,1
1778,рваный,-1
1779,реалистический,1
1780,ревностный,-1
1781,резать,-1
1782,резвый,1
1783,резня,-1
1784,рейх,-1
1785,религия,1
1786,репрессивный,-1
1787,репрессировать,-1
1788,репрессия,-1
1789,респект,1
1790,рискованный,-1
1791,рисковать,-1
1792,родительский,1
1793,рожа,-1
1794,романтический,1
1795,романтичный,1
1796,ронять,-1
1797,роскошный,1
1798,ругательный,-1
1799,ругать,-1
1800,ругаться,-1
1801,рулить,1
1802,русофоб,-1
1803,русофобия,-1
1804,русофобский,-1
1805,рухнуть,-1
1806,рыдать,-1
1807,рыхлый,-1
1808,рьяный,-1
1809,садист,-1
1810,сакральный,-1
1811,сакраментальный,-1
1812,самовлюбленный,-1
1813,самовольный,-1
1814,самолюбование,-1
1815,самонадеянный,-1
1816,самоубийство,-1
1817,самоубийца,-1
1818,сарказм,-1
1819,сатана,-1
1820,сбивать,-1
1821,светлый,1
1822,свинский,-1
1823,своевременный,1
1824,сволочной,-1
1825,сволочь,-1
1826,святой,1
1827,сдаваться,-1
1828,сдохнуть,-1
1829,сектант,-1
1830,сердиться,-1
1831,сердобольный,1
1832,сердюков,-1
1833,серый,-1
1834,сетовать,-1
1835,сильный,1
1836,симпатизировать,1
1837,симпатичный,1
1838,симпатяга,1
1839,сионистский,-1
1840,сказочный,1
1841,скандал,-1
1842,скандальный,-1
1843,скатиться,-1
1844,скатывать,-1
1845,скверный,-1
1846,скончаться,-1
1847,скорбеть,-1
1848,скорбный,-1
1849,скотина,-1
1850,скотский,-1
1851,скромный,1
1852,скудный,-1
1853,скупой,-1
1854,скучный,-1
1855,слабоватый,-1
1856,слабовольный,-1
1857,слаборазвитый,-1
1858,слабость,-1
1859,слабоумный,-1
1860,слабохарактерный,-1
1861,слабый,-1
1862,слащавый,-1
1863,слежка,-1
1864,слезать,-1
1865,слезливый,-1
1866,сломаться,-1
1867,смачный,1
1868,смекалистый,1
1869,смелость,1
1870,смелый,1
1871,смертельный,-1
1872,смертник,-1
1873,смерть,-1
1874,смехотворный,-1
1875,смирительный,-1
1876,смог,-1
1877,смутный,-1
1878,смущать,-1
1879,снисходительный,-1
1880,сногсшибательный,1
1881,соболезнование,-1
1882,соболезновать,-1
1883,собор,1
1884,совершенство,1
1885,совковый,-1
1886,согласный,1
1887,содомит,-1
1888,сокровенный,1
1889,солдатик,-1
1890,солидный,1
1891,солнышко,1
1892,сомнение,-1
1893,сообразительный,1
1894,сопереживать,1
1895,сопротивление,-1
1896,состоятельный,1
1897,сострадание,1
1898,сострадательный,1
1899,сочный,1
1900,сочувствовать,1
1901,спам,-1
1902,спасать,1
1903,спасибо,1
1904,спасибочки,1
1905,спелый,1
1906,спид,-1
1907,спиздить,-1
1908,спорт,1
1909,справедливость,1
1910,справедливый,1
1911,сраный,-1
1912,срать,-1
1913,ссать,-1
1914,ссора,-1
1915,стадный,-1
1916,сталинист,-1
1917,стереотип,-1
1918,стопроцентный,1
1919,страдание,-1
1920,страдать,-1
1921,странноватый,-1
1922,страх,-1
1923,страшилка,-1
1924,страшненький,-1
1925,страшный,-1
1926,стресс,-1
1927,стрессовый,-1
1928,стройный,1
1929,стукач,-1
1930,стыдиться,-1
1931,стырить,-1
1932,стяжательство,-1
1933,субботник,1
1934,судить,-1
1935,судьба,1
1936,суеверие,-1
1937,суетиться,-1
1938,суицид,-1
1939,сука,-1
1940,сукин,-1
1941,сумасшедший,-1
1942,сумятица,-1
1943,сунуться,-1
1944,супер,1
1945,супостат,-1
1946,суровость,-1
1947,суровый,-1
1948,суррогатный,-1
1949,сфабриковать,-1
1950,сфальсифицировать,-1
1951,схитрить,-1
1952,счастливчик,1
1953,счастливый,1
1954,сынок,1
1955,сырой,-1
1956,сытный,1
1957,сытость,1
1958,сытый,1
1959,сюрприз,1
1960,табак,-1
1961,табачный,-1
1962,тактичность,1
1963,тактичный,1
1964,талант,1
1965,талантливый,1
1966,талиб,-1
1967,таракан,-1
1968,тараканий,-1
1969,тварь,-1
1970,твердолобый,-1
1971,темный,-1
1972,теневой,-1
1973,теплота,1
1974,теракт,-1
1975,терзание,-1
1976,терзаться,-1
1977,терпеливый,1
1978,терпение,1
1979,террор,-1
1980,терроризировать,-1
1981,терроризм,-1
1982,террорист,-1
1983,террористический,-1
1984,террористка,-1
1985,теряться,-1
1986,теснота,-1
1987,тесный,1
1988,тетка,-1
1989,техногенный,-1
1990,тешиться,-1
1991,тиран,-1
1992,тирания,-1
1993,титанический,1
1994,тлен,-1
1995,тлетворный,-1
1996,толковый,1
1997,толокно,-1
1998,толстокожий,-1
1999,толстосум,-1
2000,толстяк,-1
2001,толчея,-1
2002,тонуть,-1
2003,топовый,1
2004,топорный,-1
2005,топтать,-1
2006,торгаш,-1
2007,торжество,1
2008,тормоз,-1
2009,тормознуть,-1
2010,торпеда,-1
2011,тоталитарный,-1
2012,тотальный,-1
2013,точность,1
2014,тошнить,-1
2015,тошнота,-1
2016,тошнотворный,-1
2017,тощий,-1
2018,травить,-1
2019,травиться,-1
2020,травка,-1
2021,травля,-1
2022,трагедия,-1
2023,традиция,1
2024,траур,-1
2025,трахать,-1
2026,трахаться,-1
2027,трахнуть,-1
2028,тревожить,-1
2029,тревожный,-1
2030,трезвый,1
2031,трепет,1
2032,трепетать,-1
2033,трепетный,1
2034,треш,-1
2035,триумф,1
2036,трогательность,1
2037,трогательный,1
2038,тролль,-1
2039,трудный,-1
2040,трудолюбивый,1
2041,трудолюбие,1
2042,труженик,1
2043,труп,-1
2044,трус,-1
2045,трусливый,-1
2046,трусоватый,-1
2047,трястись,-1
2048,туберкулез,-1
2049,тугой,-1
2050,туманный,-1
2051,тупик,-1
2052,тупиковый,-1
2053,тупить,-1
2054,тупица,-1
2055,туповатый,-1
2056,тупой,-1
2057,тупорылый,-1
2058,тупость,-1
2059,туфта,-1
2060,тухлый,-1
2061,тухнуть,-1
2062,тщательность,1
2063,тщеславие,-1
2064,тырить,-1
2065,тюремный,-1
2066,тюряга,-1
2067,тягота,-1
2068,тяготить,-1
2069,тяготиться,-1
2070,тяжба,-1
2071,тяжелобольной,-1
2072,тянуть,-1
2073,убивать,-1
2074,убиваться,-1
2075,убивец,-1
2076,убиение,-1
2077,убийственный,-1
2078,убийство,-1
2079,убийца,-1
2080,ублюдок,-1
2081,ублюдочный,-1
2082,убогий,-1
2083,убогость,-1
2084,убожество,-1
2085,убойность,-1
2086,убыток,-1
2087,уважение,1
2088,уважительный,1
2089,уверенность,1
2090,увеселение,-1
2091,увесистый,-1
2092,увечье,-1
2093,увлекательный,1
2094,увлекать,1
2095,увольнять,-1
2096,угнетатель,-1
2097,угнетать,-1
2098,угнетение,-1
2099,уголовник,-1
2100,угробить,-1
2101,угроза,-1
2102,угрюмый,-1
2103,удавка,-1
2104,удача,1
2105,удачливость,1
2106,удачливый,1
2107,удачный,1
2108,удивительный,1
2109,удобный,1
2110,удовлетворенность,1
2111,удовольствие,1
2112,удорожание,-1
2113,удушать,-1
2114,удушение,-1
2115,ужалить,-1
2116,ужас,-1
2117,ужасать,-1
2118,ужасаться,-1
2119,ужасный,-1
2120,ужесточаться,-1
2121,ужесточение,-1
2122,ужесточить,-1
2123,узник,-1
2124,узость,-1
2125,узурпатор,-1
2126,узурпация,-1
2127,узурпировать,-1
2128,уклоняться,-1
2129,украсть,-1
2130,украшать,1
2131,украшение,1
2132,укусить,-1
2133,уловка,-1
2134,улучшать,1
2135,улучшаться,1
2136,улучшение,1
2137,улыбка,1
2138,улыбчивый,1
2139,умалять,-1
2140,умелый,1
2141,умение,1
2142,умилять,1
2143,умирать,-1
2144,умник,-1
2145,умница,1
2146,умничать,-1
2147,умный,1
2148,умудряться,-1
2149,умысел,-1
2150,универсальность,1
2151,унижать,-1
2152,унижаться,-1
2153,унижение,-1
2154,унизительный,-1
2155,уникальность,1
2156,уникальный,1
2157,уничижительный,-1
2158,уничтожать,-1
2159,уничтожение,-1
2160,унылый,-1
2161,уныние,-1
2162,упадок,-1
2163,упадочный,-1
2164,уповать,-1
2165,упоение,1
2166,упрек,-1
2167,упрекать,-1
2168,упускать,-1
2169,упущение,-1
2170,упырь,-1
2171,ура,1
2172,урезание,-1
2173,урод,-1
2174,уродка,-1
2175,уродливый,-1
2176,уродовать,-1
2177,уродский,-1
2178,уродство,-1
2179,урожай,1
2180,урон,-1
2181,усердие,1
2182,усердный,1
2183,усложнять,-1
2184,усомниться,-1
2185,успех,1
2186,успешность,1
2187,успешный,1
2188,успокаиваться,1
2189,усталый,-1
2190,устраиваться,1
2191,усугубляться,-1
2192,усыновлять,1
2193,утерять,-1
2194,утечка,-1
2195,утешать,1
2196,утомительный,-1
2197,утомлять,-1
2198,утонченность,1
2199,утопический,-1
2200,утопичный,-1
2201,утрата,-1
2202,утруждать,-1
2203,ухудшаться,-1
2204,ухудшение,-1
2205,училка,-1
2206,учудить,-1
2207,ушлый,-1
2208,ущемление,-1
2209,ущемлять,-1
2210,ущемляться,-1
2211,ущерб,-1
2212,ущербность,-1
2213,ущербный,-1
2214,уязвимость,-1
2215,фабрикация,-1
2216,фабриковать,-1
2217,фальсификатор,-1
2218,фальсификация,-1
2219,фальсифицировать,-1
2220,фальшивомонетчик,-1
2221,фальшивый,-1
2222,фальшь,-1
2223,фанатизм,-1
2224,фанатик,-1
2225,фантомный,-1
2226,фатальный,-1
2227,фашизм,-1
2228,фашист,-1
2229,фашистка,-1
2230,фашистский,-1
2231,фейк,-1
2232,феминизм,-1
2233,феминистка,-1
2234,фиаско,-1
2235,фигня,-1
2236,фиговый,-1
2237,фиктивный,-1
2238,фикция,-1
2239,флейм,-1
2240,фокус,1
2241,фол,-1
2242,форсить,-1
2243,фортель,-1
2244,фу,-1
2245,фундаментализм,-1
2246,фюрер,-1
2247,халатность,-1
2248,халатный,-1
2249,халифат,-1
2250,халтура,-1
2251,хаметь,-1
2252,хамить,-1
2253,хамка,-1
2254,хамство,-1
2255,ханжество,-1
2256,хаос,-1
2257,харакири,-1
2258,харизматичный,1
2259,хаять,-1
2260,хваленый,1
2261,хвалить,1
2262,хватить,-1
2263,хворый,-1
2264,хер,-1
2265,херня,-1
2266,хилый,-1
2267,химичить,-1
2268,хипстер,-1
2269,хиреть,-1
2270,хитрец,1
2271,хитрить,-1
2272,хитрожопый,-1
2273,хитроумный,1
2274,хитрющий,-1
2275,хихикать,-1
2276,хищение,-1
2277,хладнокровный,-1
2278,хлам,-1
2279,хлебнуть,-1
2280,хлипкий,-1
2281,хмурый,-1
2282,холод,-1
2283,холодный,-1
2284,холоп,-1
2285,холопский,-1
2286,холуй,-1
2287,холуйство,-1
2288,хомячок,1
2289,хоронить,-1
2290,хорошенький,1
2291,хороший,1
2292,хохол,-1
2293,храбрость,1
2294,храбрый,1
2295,хрен,-1
2296,хреновый,-1
2297,хриплый,-1
2298,хрипота,-1
2299,хромать,-1
2300,хронический,-1
2301,худой,-1
2302,худосочный,-1
2303,хуета,-1
2304,хуй,-1
2305,хуйня,-1
2306,хуле,-1
2307,хулиган,-1
2308,хулиганить,-1
2309,хулиганский,-1
2310,хулиганство,-1
2311,хунта,-1
2312,цацкаться,-1
2313,целесообразность,1
2314,целеустремленный,1
2315,целостный,1
2316,ценить,1
2317,цениться,1
2318,ценный,1
2319,церковный,-1
2320,циник,-1
2321,цирк,-1
2322,цыганский,-1
2323,чавкать,-1
2324,чванство,-1
